"Pathway"	"Sample1"	"Sample2"	"Sample3"	"Sample4"	"Sample5"	"Sample6"	"Sample7"	"Sample8"	"Sample9"	"Sample10"	"Sample11"	"Sample12"	"Sample13"	"Sample14"	"Sample15"	"Sample16"	"Sample17"	"Sample18"	"Sample19"	"Sample20"	"Sample21"	"Sample22"	"Sample23"	"Sample24"	"Sample25"	"Sample26"	"Sample27"	"Sample28"	"Sample29"	"Sample30"	"Sample31"	"Sample32"	"Sample33"	"Sample34"	"Sample35"	"Sample36"	"Sample37"	"Sample38"	"Sample39"	"Sample40"	"Sample41"	"Sample42"	"Sample43"	"Sample44"	"Sample45"	"Sample46"	"Sample47"	"Sample48"	"Sample49"	"Sample50"	"Sample51"	"Sample52"	"Sample53"	"Sample54"	"Sample55"	"Sample56"	"Sample57"	"Sample58"	"Sample59"	"Sample60"	"Sample61"	"Sample62"	"Sample63"	"Sample64"	"Sample65"	"Sample66"	"Sample67"	"Sample68"	"Sample69"	"Sample70"	"Sample71"	"Sample72"	"Sample73"	"Sample74"	"Sample75"	"Sample76"	"Sample77"	"Sample78"	"Sample79"	"Sample80"	"Sample81"	"Sample82"	"Sample83"	"Sample84"	"Sample85"	"Sample86"	"Sample87"	"Sample88"	"Sample89"	"Sample90"	"Sample91"	"Sample92"	"Sample93"	"Sample94"	"Sample95"	"Sample96"	"Sample97"	"Sample98"	"Sample99"	"Sample100"	"Sample101"	"Sample102"	"Sample103"	"Sample104"	"Sample105"	"Sample106"	"Sample107"	"Sample108"	"Sample109"	"Sample110"	"Sample111"	"Sample112"	"Sample113"	"Sample114"	"Sample115"	"Sample116"	"Sample117"	"Sample118"	"Sample119"	"Sample120"	"Sample121"	"Sample122"	"Sample123"	"Sample124"	"Sample125"	"Sample126"	"Sample127"
"ko01062"	3	0	6	3.33333333333333	3.23809523809524	6.80952380952381	5.29761904761905	7.49404761904762	7.38571428571429	9.36785714285714	6.63095238095238	1	7.16666666666667	5.18333333333333	6.80952380952381	5.375	7.69047619047619	2	3	7.2797619047619	5.23809523809524	8.23809523809524	6.31547619047619	4.33333333333333	4.98214285714286	6.33928571428571	7.375	6.17857142857143	6.31547619047619	3.2	1.66666666666667	6.5047619047619	0	3.06666666666667	7.10119047619048	3	4.75	2	3.66666666666667	6	4.375	1.57142857142857	2.35714285714286	5.33333333333333	2.96071428571429	1.375	4.98214285714286	4.31547619047619	3.63095238095238	9.35	6.04166666666667	6.60952380952381	7.91190476190476	8.16785714285714	4.70833333333333	4.06666666666667	7.88690476190476	6.73571428571429	8.49285714285714	5	4.08333333333333	3	3.66666666666667	7.49404761904762	9.10119047619048	5.90476190476191	9.13333333333333	6.9047619047619	0	0	4	5.9047619047619	3.33333333333333	3.64880952380952	10.6547619047619	4.04166666666667	4	2	3.33333333333333	4.57142857142857	5.98214285714286	4.70833333333333	4.23809523809524	1.6	6.58095238095238	5.76785714285714	3.66666666666667	3.17857142857143	6.31547619047619	6.29761904761905	8.75	2.96428571428571	3.66666666666667	4.43452380952381	2	0	1.66666666666667	6.9047619047619	3.33333333333333	6.73095238095238	5.66666666666667	3.66666666666667	4.04166666666667	6.82738095238095	6.35714285714286	3.375	1.57142857142857	4.31547619047619	5	1.76785714285714	1.96428571428571	4.37857142857143	7.96428571428571	2.37857142857143	3.43452380952381	0	1.66666666666667	5.17857142857143	5.33333333333333	2.66666666666667	3.64880952380952	5.91904761904762	6.23809523809524	1.375	4.82738095238095	6.31547619047619	6.17857142857143
"ko01100"	42932.6486291486	18862.8785714286	47086.2584415584	45467.9368686869	35021.1098845599	17677.1888888889	48291.9788239538	29831.6941558442	34538.8857142857	46680.0698051948	36514.6843434343	33540.7955988456	36601.3216810967	31217.1129509379	22235.2622655123	41408.6251082251	41751.6893939394	31030.0588744589	34532.076046176	55584.667965368	45827.1950577201	58229.387012987	36839.1751082251	43339.75	47392.4772005772	26434.5865800866	50731.8691197691	72590.1572510822	49205.2605699856	35240.1654401154	50500.7878066378	21289.9965367965	41565.8948051948	49259.5401875902	53611.9966810967	44733.387012987	30920.6971139971	30154.0576479076	46121.0471861472	24263.5692640693	47150.5654401154	31436.2629148629	31948.9012987013	21401.119047619	34592.7297258297	33070.119047619	23640.9947330447	45794.2681096681	32431.4258658009	36709.4797619048	51369.837012987	46103.5027777778	39938.5895382395	69000.2562049062	66273.5654401154	51455.4678571429	47740.3509018759	31276.2654761905	33884.399963925	40064.1535353535	27983.7666666667	46008.1323953824	43843.0035353535	40144.9575396825	56978.3028860029	42547.5020923521	46877.6965367965	41411.7751082251	36813.8603174603	38281.6386002886	50975.4725829726	35896.7130591631	32207.0092352092	41748.9655844156	45035.2017316017	38070.5916305916	35591.1650793651	27770.9494227994	22082.2934704185	54136.9183621934	45490.0082972583	39145.4730880231	51013.8152958153	43296.9438672439	36097.5121212121	38319.6082972583	27310.2015873016	41702.3795815296	44013.7349206349	45134.0067099567	54499.1535353535	33560.838961039	28570.7809163059	38140.3495670996	30906.0393939394	33928.8702380952	40362.3694083694	47655.6165223665	38545.0203463203	46427.3466810967	47359.5420634921	43676.097979798	29997.2424242424	50155.4272005772	41339.3694083694	54396.2416305916	52303.2014430014	33725.2466810967	54266.9954906205	39522.5993145743	31973.2223304473	22720.9322510822	45091.5204906205	22312.9807720058	27159.9222222222	17477.8714285714	30297.3603174603	38365.0676767677	40230.1273448773	42304.9981240981	25407.188961039	20352.0323953824	49316.8932178932	36031.6972943723	49546.3892496393	50455.8953102453	33957.9535353535
"ko01110"	19281.9531746032	8295.55714285714	21255.2119047619	20484.5444444444	15574.403968254	7666.23333333333	21620.0734126984	13041.0297619048	15495.830952381	20992.0944444444	15921.3412698413	14690.623015873	16233.1698412698	13767.7793650794	9689.38492063492	18862.9273809524	18794	14042.976984127	15551.5650793651	24266.7630952381	20445.7015873016	25532.5238095238	16271.1297619048	19434.9	20919.7329365079	11895.3083333333	22711.3067460317	32208.7095238095	21664.8011904762	15532.0753968254	22523.4333333333	9502.20555555556	18283.0682539683	21826.4071428571	23756.3281746032	20006.2357142857	13962.2507936508	13276.4785714286	20479.2515873016	10301.9984126984	20783.5337301587	13972.5817460317	14133.7952380952	9202.36666666667	15283.498015873	14510.9797619048	10120.5746031746	20085.1400793651	14542.5047619048	16202.9642857143	22595.705952381	20069.2047619048	18122.3484126984	30874.0543650794	29328.8646825397	23122.2468253968	21241.055952381	13442.4571428571	14859.7111111111	18100.3277777778	12593.85	20349.1317460317	19713.7634920635	17567.2726190476	25118.9797619048	19278.580952381	20879.053968254	18443.6571428571	16145.5738095238	17219.7047619048	22663.8825396825	15699.823015873	14094.6452380952	18630.844047619	19621.3619047619	16925.8734126984	15995.8619047619	12351.3428571429	9253.92222222222	24096.1428571429	20324.1242063492	17061.575	22840.3952380952	18993.2317460317	15800.676984127	16994.6575396825	11860	18600.8492063492	19726.7154761905	19706.8611111111	24262.5468253968	14838.069047619	12599.6742063492	16680.6099206349	14000.9	14864.9333333333	17753.8968253968	20977.5841269841	17086.4357142857	20551.9722222222	21038.8119047619	19526.2634920635	13316.5908730159	21972.1186507937	17721.5301587302	24034.3361111111	23503.1412698413	14869.7686507937	24117.4531746032	17162.8988095238	14072.8071428571	10076.9333333333	20249.8531746032	9477.9246031746	12015.7607142857	7822.5119047619	13271.5452380952	17041.1198412698	18003.2753968254	18929.5380952381	11562.5011904762	9019.2626984127	21832.1158730159	15749.1130952381	21903.3456349206	22599.2892857143	14767.1063492063
"ko01120"	11613.4909090909	6109.5	13435.3621212121	12064.7015151515	9411.88088023088	5092.30158730159	13841.7358225108	8569.29664502164	10023.6285714286	13064.5435786436	9909.17186147186	9019.8904040404	10809.1548701299	8583.60883838384	6439.70707070707	12085.4871212121	12737.7478354978	8851.52727272727	9492.51717171717	15577.3323593074	12478.6230519481	16183.4811688312	9683.75616883117	11738.3333333333	12423.7635281385	7506.76006493507	14287.4775252525	20280.4847402597	13438.6433621934	9335.40865800866	13990.0089466089	5875.12640692641	11270.3245310245	13708.5732323232	15186.7953463203	12090.9645021645	8345.90454545454	8070.96767676768	12914.3983405483	6478.94646464646	12895.4241341991	8655.28852813853	9400.75974025974	5874.62619047619	9775.48841991342	9193.29166666667	7055.34859307359	13077.5501082251	9831.01006493506	10202.2654761905	14007.799025974	13136.7583333333	11584.1489177489	18771.8334415584	18079.036038961	14376.9861111111	13713.6946608947	9237.44404761905	9918.13127705628	11169.0015151515	8127.86666666667	11948.7060606061	11503.1015151515	11657.376984127	15787.4831529582	11605.047041847	12963.6716450216	10981.6883116883	9963.28015873016	10354.9748196248	13802.9348484848	9736.01341991342	8694.09942279942	10952.0466450216	12716.0510822511	10334.8931818182	9474.57777777778	7730.97582972583	6175.56035353535	15196.7212481962	13018.5550865801	10236.0759379509	14145.029004329	11566.6766233766	9993.12503607504	9956.17413419913	7120.13650793651	11312.1670995671	12259.3988095238	12533.2102453102	15814.841991342	10173.1945887446	8596.99318181818	11206.3257215007	8841.97878787879	9368.43452380952	11115.2070707071	12750.4338383838	10186.2954545455	12983.9941558442	12569.0555555556	12379.5237373737	7945.62095959596	13455.7611471861	11422.2808802309	14688.0074675325	14438.6132034632	9146.93582251082	14830.5501082251	11546.0748196248	9929.83632756133	6971.05497835498	13007.6941558442	6612.48495670996	7355.67420634921	4748.36666666667	8196.14444444444	10214.7504329004	11030.5181818182	11458.1962481962	7583.47435064935	5877.76796536797	13590.588023088	9555.84935064935	13746.8217532468	13781.518001443	9183.64437229437
"ko01130"	14585.4168109668	6372.15714285714	16195.2246753247	15501.4005050505	11605.9481240981	5876.87619047619	16300.7952741703	9842.05205627706	11847.15	15991.5766955267	12164.3906204906	11126.6790764791	12327.8190836941	10396.0452741703	7258.61002886003	14252.9258658009	14203.9556277056	10713.5694083694	11839.855988456	18438.0520562771	15489.6116522367	19465.4961038961	12234.7853896104	14830.8	16079.6846681097	8816.72716450216	17179.4612914863	24481.9782467532	16390.7766233766	11779.2433621934	17232.4984848485	7215.28737373737	13966.740981241	16658.3722943723	18190.2619408369	15022.1175324675	10545.268975469	10077.4103896104	15621.3838383838	7995.76204906205	15911.715981241	10445.5572871573	10704.3627705628	6934.4119047619	11580.9897907648	11034.8464285714	7623.02492784993	15233.7881313131	11055.6319264069	12267.9845238095	17243.5853896104	15419.1392857143	13747.3678932179	23212.8047979798	22110.9707431457	17467.1884920635	16150.1913419913	10200.5178571429	11228.1183621934	13829.0505050505	9620.36666666667	15337.8893217893	14813.2862193362	13371.5333333333	19258.763961039	14507.7341991342	16005.1857864358	13752.9199134199	12225.4928571429	13147.8699134199	17110.3219336219	11895.6766955267	10612.0770562771	14064.6663419913	14764.5590909091	12789.6128066378	12025.7285714286	9499.48982683983	6975.91085858586	18095.9711038961	15529.6255050505	12908.5795454545	17336.6303030303	14414.862049062	11917.2715728716	12811.4897907648	9155.04285714286	14078.0580808081	14978.1202380952	14936.7457431457	18274.2028860029	11391.0045454545	9779.39693362193	12835.0374098124	10660.2818181818	11115.4416666667	13497.5028860029	15870.8631313131	12893.2008658009	15447.2440836941	15990.9952380952	14794.4528860029	10135.1636002886	16670.6370490621	13550.490981241	18325.515981241	17711.7369408369	11189.2928932179	18194.1928932179	13152.7318181818	10723.7282467532	7809.24372294372	15235.8917027417	7257.94181096681	9015.1869047619	5921.17857142857	10087.3785714286	13026.0953823954	13632.5481240981	14340.1532467532	8894.12954545455	6686.67265512265	16533.4266955267	11849.7521645022	16478.1207431457	17006.850974026	11205.940981241
"ko01200"	6494.56904761905	3267.79285714286	7412.3	6845.96666666667	5356.14523809524	2906.98095238095	7586.17976190476	4756.46785714286	5555.9380952381	7382.14285714286	5726.37619047619	5189.4380952381	5972.83928571429	4952.91785714286	3589.63095238095	6660.33928571429	6865.85714285714	4891.28412698413	5391.74047619048	8772.43214285714	7220.97817460317	9234.15	5581.01071428571	6750.15	7272.17261904762	3987.83928571429	7902.3876984127	11394.1630952381	7639.35873015873	5288.33809523809	8041.52619047619	3314.3626984127	6690.42380952381	7777.37619047619	8662.57023809524	6781.90714285714	4661.85476190476	4651.12142857143	7189.5380952381	3886.59047619048	7634.8369047619	4832.80476190476	5143.4	3159.77857142857	5529.59880952381	5231.90357142857	3939.77976190476	7362.02261904762	5320.36785714286	5799.77976190476	7993.52023809524	7471.54484126984	6601.21904761905	10679.5964285714	10396.9511904762	8033.13928571429	7695.67857142857	5227.08214285714	5604.47976190476	6424.36666666667	4596.9	6896.04047619048	6544.13095238095	6566.29285714286	9176.69404761905	6409.74047619048	7351.42301587302	6399.50952380952	5809.59047619048	5866.25714285714	7915.24523809524	5582.95476190476	4985.74285714286	6289.20833333333	7164.59285714286	5949.77658730159	5404.87142857143	4465.58015873016	3588.74166666667	8352.02261904762	7269.90357142857	6110.29642857143	7917.07777777778	6843.3	5667.42142857143	5701.42976190476	4182.7	6415.1626984127	6847.41150793651	7139.73095238095	8684.40952380952	5646	4772.02023809524	6296.21309523809	5051.3	5346.5630952381	6373.63095238095	7301.28095238095	5834.41428571429	7194.31428571429	7249.02142857143	6862.23095238095	4612.47023809524	7750.99404761905	6672.21904761905	8530.67976190476	8300.96904761905	5154.28928571429	8397.55119047619	6565.07380952381	5461.13214285714	3885.17857142857	7110.88333333333	3725.47261904762	4162.11071428571	2633.32142857143	4722.22142857143	5971.48095238095	6243.10238095238	6502.29285714286	4212.33928571429	3130.02857142857	7677.39523809524	5487.05714285714	7694.98452380952	7733.37023809524	5194.71666666667
"ko01210"	2356.5595959596	943.4	2613.74567099567	2440.80858585859	1888.45461760462	795.334920634921	2541.36132756133	1457.33495670996	1824.5619047619	2476.10898268398	1827.54769119769	1649.99747474747	1863.89704184704	1532.48434343434	1084.37842712843	2283.78257575758	2220.79329004329	1654.17121212121	1869.63434343434	2804.22305194805	2390.01673881674	3006.23852813853	1880.58495670996	2412.83333333333	2473.00364357864	1482.94036796537	2736.02449494949	3877.63852813853	2516.44743867244	1841.45858585859	2706.1044011544	1026.84805194805	2135.46493506494	2606.35202020202	2794.49585137085	2425.07662337662	1654.55353535354	1551.56313131313	2508.85303030303	1084.41515151515	2396.54549062049	1650.6095959596	1647.34805194805	991.269047619048	1844.59549062049	1734.775	1002.34758297258	2309.11727994228	1779.68203463203	1773.53333333333	2691.33257575758	2188.60555555556	2049.16608946609	3652.38394660895	3405.70977633478	2749.71666666667	2459.78178210678	1376.51904761905	1646.49668109668	2194.00858585859	1533.16666666667	2433.85656565657	2330.62525252525	2019.11865079365	2845.98098845599	2327.55916305916	2435.73376623377	2140.68138528139	1915.8253968254	2107.08694083694	2671.70858585859	1810.38953823954	1582.09487734488	2229.27543290043	2146.01168831169	2006.11691919192	1913.74444444444	1472.17784992785	918.837373737374	2817.70836940837	2526.52168109668	1847.72290764791	2741.03102453102	2126.84531024531	1756.21038961039	1995.81453823954	1386.85555555556	2264.00245310245	2367.24246031746	2255.28874458874	2823.74906204906	1737.49155844156	1503.64191919192	1936.02564935065	1698.75757575758	1704.49285714286	2052.41414141414	2466.35101010101	2026.80757575758	2418.91132756133	2512.27222222222	2375.26414141414	1525.71136363636	2537.77507215007	1948.07604617605	2796.88358585859	2755.89704184704	1754.73394660895	2898.11132756133	1988.64527417027	1649.72344877345	1150.75043290043	2434.71132756133	1019.49531024531	1366.32420634921	954.633333333333	1542.94444444444	2052.81911976912	2212.62525252525	2239.80836940837	1453.05465367965	984.435137085137	2583.92842712843	1807.50227272727	2496.56215728716	2699.23163780664	1725.61810966811
"ko01212"	1244.63932178932	655.657142857143	1461.51212121212	1328.49595959596	1090.02056277056	536.706349206349	1476.7759018759	980.822835497836	1175.98571428571	1434.42016594517	1109.56551226551	1020.38008658009	1162.18304473304	977.760822510822	763.603896103896	1277.81093073593	1275.45021645022	928.553463203463	1060.19415584416	1764.46569264069	1389.11313131313	1839.58593073593	1107.36331168831	1330.3	1469.48575036075	847.000541125541	1611.52276334776	2439.92640692641	1596.7262987013	1140.28405483405	1523.51132756133	597.076406926407	1266.92611832612	1669.54704184704	1622.60328282828	1386.13354978355	973.172005772006	930.25101010101	1432.19278499278	752.787734487734	1463.96857864358	920.277417027417	973.916883116883	749.397619047619	1098.93762626263	1083.34642857143	742.018434343434	1434.48661616162	1031.87792207792	1127.95952380952	1610.73235930736	1392.60158730159	1153.02828282828	2049.46518759019	1976.20667388167	1538.09126984127	1456.91013708514	931.795238095238	1028.39357864358	1328.41262626263	921.983333333333	1382.513997114	1264.07691197691	1335.10912698413	1850.52124819625	1282.9018037518	1421.98116883117	1248.36926406926	1147.21587301587	1117.78196248196	1633.30072150072	1124.56500721501	1024.7018037518	1247.21093073593	1380.08203463203	1232.49715007215	1058.5873015873	869.569480519481	650.321861471861	1713.39386724387	1501.08762626263	1103.0926046176	1552.25598845599	1265.50836940837	1085.92344877345	1198.19715007215	940.512698412698	1326.6917027417	1358.33134920635	1513.72611832612	1691.22691197691	1085.28268398268	877.600721500722	1190.12016594517	878.812121212121	1088.01428571429	1255.23484848485	1473.21796536797	1202.71688311688	1447.10685425685	1425.90079365079	1432.2158008658	857.343975468975	1604.44289321789	1329.79199134199	1688.2661976912	1515.49494949495	1104.39613997114	1635.05447330447	1295.09267676768	1064.81847041847	748.935930735931	1402.22113997114	727.198845598846	857.495634920635	554.073809523809	940.484920634921	1249.70122655123	1379.31024531025	1210.40339105339	830.312445887446	610.190187590188	1542.34199134199	1098.71958874459	1502.94476911977	1523.21085858586	1091.48643578644
"ko01220"	106.254617604618	72.8571428571429	200.384848484848	147.616161616162	128.653463203463	97.5603174603175	169.777344877345	173.300324675325	156.530952380952	208.741955266955	148.252236652237	113.522510822511	187.846392496392	153.570995670996	167.822510822511	181.336038961039	160.187229437229	98.2805916305916	165.161471861472	211.040800865801	228.599062049062	238.480086580087	131.033658008658	202.333333333333	161.73676046176	142.687121212121	203.964105339105	328.877705627706	254.484884559885	146.870923520924	202.128499278499	111.507864357864	149.509812409812	176.93088023088	190.142821067821	186.96341991342	165.538167388167	98.1816738816739	155.72886002886	94.9490620490621	185.657828282828	111.18556998557	124.865800865801	308.007142857143	171.753066378066	153.463095238095	136.303643578644	149.852344877345	125.121645021645	172.128571428571	252.731277056277	172.335714285714	149.346392496392	254.409487734488	227.979256854257	236.230158730159	214.420165945166	134.85	168.685209235209	206.382828282828	174.866666666667	161.710678210678	133.378066378066	185.355158730159	218.344769119769	161.345165945166	170.40468975469	178.601515151515	142.029365079365	118.124531024531	204.48759018759	158.116161616162	110.926118326118	161.190800865801	213.769480519481	180.056240981241	129.288888888889	111.156204906205	87.0744588744589	313.136435786436	238.693542568543	112.597438672439	186.541125541126	127.766522366522	124.180014430014	165.391161616162	128.687301587302	161.113347763348	189.927380952381	179.862193362193	368.920923520924	143.762121212121	115.570923520924	133.218145743146	176.384848484848	151.211904761905	125.251082251082	177.963852813853	120.299134199134	341.503535353535	165.506349206349	184.105844155844	113.65386002886	199.372474747475	156.041558441558	183.860209235209	186.446392496392	158.976154401154	188.848773448773	174.97095959596	178.461832611833	94.7181818181818	187.651154401154	117.021284271284	164.682936507936	66.5880952380952	106.476984126984	169.31176046176	201.913780663781	132.676911976912	107.179978354978	144.810678210678	187.289177489177	149.013311688312	200.114971139971	182.198232323232	103.535209235209
"ko01230"	11010.6465367965	4777.97142857143	12402.8292207792	11649.2712121212	8807.59898989899	4088.09365079365	12406.2991341991	7157.72683982684	8920.22857142857	11869.1958152958	8703.62748917749	8043.0347041847	9146.60746753247	7559.44397546898	5242.11327561328	10933.1292207792	10895.3387445887	8047.84848484848	8800.13326118326	13575.6935064935	11336.7239177489	14327.7863636364	8929.7196969697	11121.3	11679.0084415584	6825.20519480519	12968.8401154401	18284.0542207792	11975.4915945166	8744.19502164502	12794.7919191919	5255.89588744589	10106.3672438672	12451.4466810967	13364.8205627706	11494.9673160173	7988.69935064935	7414.6189033189	11848.9743867244	5422.78383838384	11524.6378787879	7976.53463203463	8162.25064935065	4627.40714285714	8729.29264069264	8172.11428571429	5399.66958874459	11273.641991342	8478.91829004329	8683.46785714286	12761.3792207792	10977.2630952381	9918.34199134199	17384.3705627706	16273.9593073593	13235.671031746	12001.9883477633	7194.525	8180.16287878788	10443.9878787879	7188.81666666667	11467.6181818182	11128.2093073593	9705.12658730159	13796.5474747475	11011.1252525253	11665.0768398268	10142.0696969697	9028.87222222222	9964.12604617605	12756.0188311688	8653.8474025974	7729.48477633478	10485.3554112554	10554.8556277056	9503.43311688312	9060.53174603175	7021.10923520924	4823.81042568543	13400.8796176046	11767.4735930736	9140.20836940837	13075.8346320346	10394.2584415584	8669.55764790765	9428.10454545455	6607.0253968254	10612.0989177489	11233.9904761905	10887.4815295815	13450.5521645022	8399.98852813853	7230.61883116883	9409.39105339105	8152.4696969697	8288.53928571429	9932.69660894661	11715.4332611833	9612.93636363636	11410.4324675325	11864.9968253968	11232.8537518038	7381.11962481962	12066.6822510823	9595.97518037518	13424.9235930736	13271.3491341991	8292.49675324675	13583.116991342	9559.73914141414	8016.39072871573	5745.51493506494	11656.1086580087	5068.44534632035	6462.71746031746	4516.95	7435.57222222222	9632.97748917749	10363.8640692641	10682.2403318903	6714.79329004329	4840.52532467532	12220.7656565657	8616.29686147186	12189.2402597403	12758.2663059163	8240.68787878788
"ko01501"	667.921717171717	328.285714285714	785.366017316017	786.50101010101	473.788311688312	487.012698412698	794.560786435786	633.211255411255	547.202380952381	959.257756132756	845.671717171717	765.471645021645	745.131024531025	745.381818181818	549.50974025974	674.34696969697	652.363636363636	483.680086580087	732.158008658009	1095.81601731602	1021.486002886	1165.66601731602	709.287445887446	874.066666666667	920.986002886003	326.961471861472	860.036868686869	1228.87554112554	1075.86515151515	694.798629148629	974.78823953824	548.899350649351	826.408946608947	800.754906204906	1014.90483405483	712.208874458874	534.623665223665	546.2556998557	671.816089466089	697.106637806638	976.70101010101	534.464574314574	536.030303030303	588.297619047619	607.241486291486	649.073809523809	702.26056998557	904.059595959596	391.816233766234	839.252380952381	1106.52554112554	1053.13412698413	546.29531024531	1167.36673881674	1041.42481962482	946.223015873016	885.157287157287	781.22619047619	727.012914862915	768.85101010101	561.9	869.816738816739	781.308152958153	880.013492063492	1233.07950937951	690.273953823954	893.511255411255	810.463636363636	627.429365079365	645.684271284271	889.508152958153	734.477200577201	658.569191919192	804.285064935065	1112.47294372294	779.565295815296	613.046031746032	530.07012987013	619.791558441558	934.853318903319	742.403391053391	854.89797979798	847.733621933622	803.75266955267	813.256637806638	836.55101010101	498.78253968254	709.450288600289	798.657936507936	917.194660894661	1032.58434343434	636.318614718615	539.74981962482	775.313708513709	699.89696969697	593.921428571429	742.188311688312	913.617532467532	696.977922077922	902.411976911977	897.587301587302	749.385930735931	635.787518037518	1072.56695526696	879.124025974026	1001.36767676768	888.138167388167	669.228643578644	912.776262626263	757.48189033189	627.233477633478	400.635064935065	716.816738816739	534.088383838384	641.688888888889	259.288095238095	609.243650793651	758.464574314574	719.689105339105	627.684271284271	369.049567099567	495.542929292929	936.88354978355	770.337662337662	989.105772005772	850.934487734488	585.886724386724
"ko01502"	762.905411255411	405.364285714286	889.680086580087	789.193939393939	624.672510822511	293.542857142857	898.325757575758	519.259848484848	632.083333333333	832.859415584416	616.310173160173	577.867748917749	686.097186147186	550.818614718615	379.274891774892	834.107467532468	814.746753246753	584.676623376623	639.785281385281	949.636038961039	813.593506493507	1040.27770562771	639.897943722944	816.516666666667	805.449458874459	432.149025974026	907.044264069264	1269.17532467532	793.626948051948	602.089177489177	900.303896103896	404.672943722944	697.679653679654	863.715800865801	969.265043290043	766.253896103896	495.155627705628	521.684848484849	814.393939393939	374.507792207792	852.461796536796	561.438744588745	576.31341991342	284.057142857143	644.797510822511	569.951190476191	445.742532467532	865.236471861472	615.228787878788	581.904761904762	937.209848484849	799.938095238095	760.451948051948	1272.6579004329	1162.64512987013	963.538095238095	857.674134199134	512.680952380952	555.098701298701	790.177272727273	528.216666666667	751.697186147186	749.939177489177	754.315476190476	1005.73841991342	742.882467532468	816.894372294372	717.018181818182	612.22619047619	666.325324675325	949.453463203463	586.343939393939	524.996753246753	715.505086580087	776.040909090909	684.42132034632	588.985714285714	514.488744588745	338.764935064935	914.430086580087	817.852272727273	667.610930735931	881.569696969697	722.769696969697	613.862554112554	649.152272727273	472.190476190476	709.869696969697	815.74880952381	778.92012987013	967.534415584416	615.50974025974	568.253463203463	748.09512987013	647.918181818182	592.283333333333	732.810606060606	824.778138528138	639.294372294372	818.704329004329	786.640476190476	766.039177489178	490.026082251082	840.487554112554	704.341558441558	945.430844155844	950.449567099567	600.900757575758	933.918614718615	685.128896103896	617.26341991342	432.958658008658	825.849567099567	348.205411255411	430.103571428571	284.197619047619	490.797619047619	671.105411255411	714.522510822511	758.820562770563	509.953787878788	338.661471861472	861.627272727273	553.660930735931	824.861796536797	851.191883116883	557.717748917749
"ko01503"	679.522222222222	319.464285714286	665.885714285714	659.077777777778	509.012698412698	310.360317460317	726.646031746032	490.498809523809	476.214285714286	704.44880952381	647.924603174603	566.279365079365	525.680555555556	553.886111111111	396.829365079365	537.558333333333	598	462.388095238095	477.668253968254	928.15119047619	681.549603174603	968.454761904762	611.75119047619	661.783333333333	789.530555555556	412.222619047619	741.969444444444	1105.19404761905	811.144444444444	569.594444444444	794.126984126984	353.728571428571	682.733333333333	734.436507936508	868.185317460317	571.795238095238	406.862698412698	512.013492063492	705.395238095238	450.542857142857	779.628968253968	496.298412698413	485.642857142857	403.507142857143	555.195634920635	540.767857142857	415.784126984127	752.947222222222	510.167857142857	657.770238095238	801.186904761905	913.748015873016	510.453174603175	1003.9376984127	943.50753968254	792.279761904762	756.286507936508	654.036904761905	640.412301587302	531.444444444444	411.216666666667	694.415079365079	626.053968253968	737.003968253968	990.78373015873	652.250793650794	723.180952380952	629.488095238095	549.243650793651	577.756349206349	756.803968253968	603.223015873016	533.834126984127	638.208333333333	863.011904761905	535.671825396825	516.231746031746	411.906349206349	430.405158730159	862.071825396825	633.474206349206	662.375793650794	773.703174603175	690.731746031746	624.697619047619	640.936111111111	448.739682539683	658.276984126984	666.136111111111	787.161904761905	907.699206349206	603.669047619048	524.353968253968	690.382142857143	395.266666666667	522.565476190476	668.996031746032	781.353968253968	605.085714285714	747.169841269841	682.668253968254	617.198412698413	504.877380952381	900.147222222222	755.212698412698	900.714682539682	777.476984126984	538.982936507937	867.156746031746	705.715873015873	565.849603174603	376.561904761905	652.981746031746	478.34246031746	557.735317460317	265.428571428571	525.850793650794	584.196031746032	540.256349206349	578.703968253968	418.50119047619	452.288888888889	811.755555555556	686.492857142857	841.814682539683	804.552777777778	597.692063492064
